"SASUMMARY State annual summary statistics: personal income, GDP, consumer spending, price indexes, and employment"
"SASUMMARY State annual summary statistics: personal income, GDP, consumer spending, price indexes, and employment"
State or DC
GeoFips,GeoName,LineCode,Description,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
30000,Montana,11,"  Per capita disposable personal income 7/",19048,19278,20376,21194,22090,23729,25623,27127,28874,30428,32034,31685,33340,34961,36776,36484,37948,39179,39342,41198,42769,44927,48615,50436
30000,Montana,12,"  Per capita personal consumption expenditures (PCE) 8/",19182,20295,21539,22567,23709,24942,26446,28094,29821,31514,32634,31705,32796,34113,35097,35801,36757,37655,38195,39483,41239,42304,42370,47887
30000,Montana,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,
30000,Montana,13,"  Regional price parities (RPPs) 9/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),95.825,94.603,93.212,95.623,93.867,93.904,95.140,96.444,94.159,94.105,92.356,94.199,91.649,91.567
30000,Montana,14,"  Implicit regional price deflator 10/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),90.388,88.985,89.248,93.872,93.867,95.175,97.887,99.449,98.065,99.802,100.037,103.556,101.863,105.871
30000,Montana,,Employment,,,,,,,,,,,,,,,,,,,,,,,,
30000,Montana,15,"  Total employment (number of jobs)",535785,543115,552690,559924,564643,571215,585514,600577,616927,635627,636171,619407,616344,623175,633135,641917,648873,660524,667769,674401,684016,686459,684333,709342
31000,Nebraska,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
31000,Nebraska,1,"  Real GDP (millions of chained 2012 dollars) 1/",72089.6,73625.7,76368.1,78180.9,79179.8,83773.3,85987.1,89309.1,91832.7,93910.8,93840.5,93977.6,97466.1,102587.4,102725.9,104680.0,107936.8,111401.5,112611.5,114143.9,116792.9,118603.7,118141.5,122136.1
31000,Nebraska,2,"  Real personal income (millions of constant (2012) dollars) 2/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),85061.6,83219.2,84914.4,92908.4,93329.3,93010.8,96914.1,101381.5,99551.4,102154.5,101836.8,104517.6,109953.1,113636.3
31000,Nebraska,3,"  Real PCE (millions of constant (2012) dollars) 3/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),66810.4,65558.6,66504.1,68500.9,69079.3,70125.9,71543.3,73957.6,76230.8,79286.9,79078.4,79331.5,77909.7,85501.9
31000,Nebraska,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,
31000,Nebraska,4,"  Gross domestic product (GDP)",51822.1,53685.2,56527.5,59607.2,61417.3,66402.1,70469.2,74564.5,78813.8,83834.8,85628.0,86870.4,91561.5,99921.1,102725.9,107260.7,111945.9,116514.6,118145.9,121726.6,127015.5,131866.9,134580.8,146285.4
31000,Nebraska,5,"  Personal income",44804.8,46958.3,49767.7,52068.7,52884.6,56241.3,58826.4,61063.5,63850.6,68718.0,72815.5,71664.2,75489.6,84211.6,86754.2,87398.7,92524.0,96282.1,94838.0,96996.2,100995.1,105922.2,112629.7,120188.5
31000,Nebraska,6,"  Disposable personal income",39435.1,41327.3,43701.7,46002.5,47626.4,51250.2,53632.1,55221.1,57239.6,61327.3,65279.4,65684.5,68964.1,76624.7,78513.4,78536.2,82990.9,86435.8,84935.6,87105.2,91184.7,95358.1,101869.0,107719.9
31000,Nebraska,7,"  Personal consumption expenditures",34003.8,36273.8,38873.2,40478.2,41678.9,44041.8,47080.7,49903.2,52449.4,55161.1,57248.2,56531.0,59208.8,62178.1,64303.6,65983.0,68396.8,70358.7,72773.2,75468.6,78604.0,80567.6,80058.2,90703.4
31000,Nebraska,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,,,,,,,,,,,,,,
31000,Nebraska,8,"  Real per capita personal income 4/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),47352,45909,46397,50390,50207,49649,51280,53234,51813,52811,52348,53464,56057,57869
31000,Nebraska,9,"  Real per capita PCE 5/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),37192,36167,36338,37153,37162,37433,37855,38834,39675,40989,40650,40580,39720,43541
31000,Nebraska,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
31000,Nebraska,10,"  Per capita personal income 6/",26421,27545,29039,30275,30599,32348,33627,34666,36019,38531,40535,39535,41248,45674,46670,46653,48957,50556,49360,50144,51916,54182,57421,61205
31000,Nebraska,11,"  Per capita disposable personal income 7/",23254,24242,25500,26748,27557,29477,30658,31349,32290,34387,36339,36236,37682,41559,42237,41922,43912,45386,44206,45031,46873,48778,51935,54856
31000,Nebraska,12,"  Per capita personal consumption expenditures (PCE) 8/",20052,21278,22682,23536,24116,25331,26913,28330,29587,30930,31869,31186,32352,33723,34593,35222,36190,36944,37876,39015,40406,41213,40816,46190
31000,Nebraska,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,
31000,Nebraska,13,"  Regional price parities (RPPs) 9/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),90.842,91.673,92.985,92.462,93.087,92.835,92.920,92.259,91.662,89.751,91.768,92.382,92.454,91.751
31000,Nebraska,14,"  Implicit regional price deflator 10/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),85.688,86.230,89.030,90.770,93.087,94.092,95.602,95.134,95.464,95.184,99.400,101.558,102.758,106.083
31000,Nebraska,,Employment,,,,,,,,,,,,,,,,,,,,,,,,
31000,Nebraska,15,"  Total employment (number of jobs)",1138369,1156816,1173756,1175112,1165989,1169200,1180180,1192178,1208025,1230935,1237365,1223177,1219802,1232457,1251258,1266477,1282745,1302833,1310917,1317728,1330189,1328812,1305987,1330296
32000,Nevada,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
32000,Nevada,1,"  Real GDP (millions of chained 2012 dollars) 1/",94672.8,101394.7,105635.4,106635.3,110448.6,115275.4,127325.6,137508.8,142967.1,144107.1,139954.2,128241.3,129828.4,130697.9,129312.9,129720.9,130897.4,136347.4,140081.2,145485.5,150448.0,156959.1,146492.5,159567.3
32000,Nevada,2,"  Real personal income (millions of constant (2012) dollars) 2/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),107683.5,99930.8,105049.5,105060.3,107664.8,108795.3,115167.1,125179.6,130456.3,132698.3,143942.9,148905.6,160354.1,171884.2
32000,Nevada,3,"  Real PCE (millions of constant (2012) dollars) 3/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),91260.6,85520.9,88208.9,88276.3,89658.6,93053.8,96468.3,100925.0,105361.6,106664.9,115285.7,115720.9,114909.0,127591.1
32000,Nevada,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,
32000,Nevada,4,"  Gross domestic product (GDP)",65114.2,71595.9,76833.1,80429.2,85008.7,90633.6,103231.0,116166.2,125848.3,131620.9,130609.5,122127.1,124669.4,127677.9,129312.9,132086.4,136008.7,145115.9,151840.4,160653.1,170257.6,182186.3,172562.6,194486.6
32000,Nevada,5,"  Personal income",54324.4,58824.9,64571.6,68116.6,69843.2,74483.4,82663.2,92687.4,100318.1,104595.5,103056.2,97267.1,101307.0,105105.4,109347.4,109870.5,117372.2,127117.0,132058.4,140347.5,149611.8,161433.6,172538.5,189308.2
32000,Nevada,6,"  Disposable personal income",47465.5,51380.5,56265.1,59770.1,62402.4,67098.8,74011.5,82065.5,88975.6,92869.4,92558.1,89126.1,92946.0,95859.0,99421.2,98492.9,105779.5,114092.7,117465.4,125702.6,134102.3,145491.0,156436.5,168877.1
32000,Nevada,7,"  Personal consumption expenditures",41657.4,46167.1,50610.4,53759.1,57068.2,61293.1,67769.6,74539.1,80749.5,85769.9,87424.9,83352.3,85190.2,88441.1,91188.8,94099.5,98451.3,102663.7,106878.1,113091.0,120099.8,125722.2,124030.6,140947.0
32000,Nevada,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,,,,,,,,,,,,,,
32000,Nevada,8,"  Real per capita personal income 4/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),40580,37223,38879,38760,39295,39276,40988,43815,44898,44897,47796,48520,51493,54671
32000,Nevada,9,"  Real per capita PCE 5/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),34391,31855,32646,32568,32723,33593,34333,35325,36262,36089,38280,37707,36900,40583
32000,Nevada,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
32000,Nevada,10,"  Per capita personal income 6/",29314,30405,31986,32461,32130,33121,35232,38109,39767,40212,38836,36231,37494,38777,39909,39664,41773,44493,45450,47485,49678,52602,55406,60213
32000,Nevada,11,"  Per capita disposable personal income 7/",25613,26557,27871,28484,28707,29837,31545,33742,35271,35704,34880,33198,34399,35366,36286,35556,37647,39934,40427,42530,44528,47408,50235,53714
32000,Nevada,12,"  Per capita personal consumption expenditures (PCE) 8/",22479,23862,25070,25619,26253,27255,28885,30648,32010,32975,32945,31048,31529,32629,33281,33970,35039,35934,36783,38263,39879,40966,39829,44831
32000,Nevada,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,
32000,Nevada,13,"  Regional price parities (RPPs) 9/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),101.560,103.617,100.868,102.055,101.707,99.773,99.192,98.649,97.399,99.973,96.177,98.826,97.115,95.543
32000,Nevada,14,"  Implicit regional price deflator 10/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),95.797,97.464,96.578,100.187,101.707,101.124,102.056,101.723,101.439,106.025,104.176,108.643,107.938,110.468
32000,Nevada,,Employment,,,,,,,,,,,,,,,,,,,,,,,,
32000,Nevada,15,"  Total employment (number of jobs)",1131237,1189071,1254358,1285310,1299543,1353123,1441158,1533724,1604488,1643860,1619014,1512913,1478054,1501839,1519198,1561388,1608494,1664658,1724741,1780628,1848916,1884215,1770936,1875709
33000,New Hampshire,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
33000,New Hampshire,1,"  Real GDP (millions of chained 2012 dollars) 1/",51538.7,53084.5,56779.4,57632.6,59474.6,61892.7,64408.6,65034.4,66628.2,66853.6,65854.1,65023.4,67125.8,67559.1,68498.1,69080.3,70213.7,72042.4,73572.2,73972.7,75433.0,76819.1,75927.6,82986.3
33000,New Hampshire,2,"  Real personal income (millions of constant (2012) dollars) 2/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),60502.6,61006.3,63069.6,64737.1,66693.9,65825.5,67658.4,69662.7,70119.3,70958.0,74065.5,77808.0,80981.2,86042.2
33000,New Hampshire,3,"  Real PCE (millions of constant (2012) dollars) 3/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),52093.1,52977.4,54173.3,54654.6,55068.9,55907.8,57003.7,58239.2,58562.7,59309.6,61852.8,62836.0,60801.9,66480.0
33000,New Hampshire,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,
33000,New Hampshire,4,"  Gross domestic product (GDP)",40554.0,41955.2,45342.0,46817.5,49059.9,51637.6,54918.2,56952.6,60017.0,61782.1,61700.2,62522.9,64843.6,66153.2,68498.1,70476.2,72995.2,76478.0,79090.1,80598.0,83869.8,87338.2,88337.7,99673.3
33000,New Hampshire,5,"  Personal income",36563.0,38924.2,43810.9,46136.8,46923.2,47829.3,50874.3,52744.0,56460.3,58663.4,60381.4,59358.0,62032.3,64945.3,67855.3,67703.7,70501.2,73474.6,76092.3,79312.5,83026.0,88822.8,94440.8,101674.5
33000,New Hampshire,6,"  Disposable personal income",32028.0,33896.4,37826.7,40465.1,42227.8,43471.1,46416.4,47710.0,50848.5,52495.7,54215.8,54716.7,56969.5,58971.7,61922.6,61147.8,63429.8,65717.7,67833.4,71013.4,74823.3,79876.1,85335.7,90066.3
33000,New Hampshire,7,"  Personal consumption expenditures",29637.2,31960.8,34584.7,36600.3,38501.0,41145.6,43750.6,46421.1,48689.4,50566.6,52039.9,51614.7,53359.9,54909.1,56107.2,57580.1,59480.9,61532.0,63683.9,66455.7,69494.4,71883.0,71131.4,78793.9
33000,New Hampshire,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,,,,,,,,,,,,,,
33000,New Hampshire,8,"  Real per capita personal income 4/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),45978,46354,47885,48973,50248,49454,50521,51846,51900,52214,54265,56718,58774,61946
33000,New Hampshire,9,"  Real per capita PCE 5/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),39587,40253,41131,41346,41490,42003,42565,43345,43346,43643,45318,45804,44128,47862
33000,New Hampshire,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
33000,New Hampshire,10,"  Per capita personal income 6/",30319,31852,35335,36747,36974,37371,39434,40619,43153,44695,45886,45101,47098,49131,51123,50865,52643,54684,56321,58362,60831,64747,68542,73200
33000,New Hampshire,11,"  Per capita disposable personal income 7/",26559,27738,30508,32230,33274,33966,35978,36743,38863,39995,41200,41575,43254,44612,46653,45940,47363,48910,50208,52255,54821,58226,61934,64843
33000,New Hampshire,12,"  Per capita personal consumption expenditures (PCE) 8/",24576,26154,27894,29152,30338,32149,33912,35750,37213,38526,39547,39218,40513,41538,42272,43259,44414,45795,47136,48901,50916,52399,51625,56727
33000,New Hampshire,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,
33000,New Hampshire,13,"  Regional price parities (RPPs) 9/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),105.908,103.578,102.874,102.339,101.885,101.615,101.418,102.462,104.413,105.653,103.727,104.061,105.258,102.510
33000,New Hampshire,14,"  Implicit regional price deflator 10/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),99.898,97.428,98.498,100.466,101.885,102.991,104.346,105.654,108.745,112.049,112.354,114.398,116.989,118.523
33000,New Hampshire,,Employment,,,,,,,,,,,,,,,,,,,,,,,,
33000,New Hampshire,15,"  Total employment (number of jobs)",743341,760763,783545,788168,788484,797648,812823,825600,835582,848001,844862,820809,813707,818789,824361,835032,844499,860657,873126,882493,892528,890110,858502,888593
34000,New Jersey,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
34000,New Jersey,1,"  Real GDP (millions of chained 2012 dollars) 1/",433564.0,447872.1,471426.9,476616.7,484657.1,494703.5,498245.2,507894.7,516681.4,520898.3,534501.4,506850.7,513917.9,507604.0,517195.9,523725.8,522166.4,529953.7,535055.3,537578.5,550059.5,559648.8,535323.7,566893.2
34000,New Jersey,2,"  Real personal income (millions of constant (2012) dollars) 2/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),447914.7,418876.4,433882.0,438722.2,446636.0,447072.4,460439.1,478605.2,487674.6,495477.0,498848.5,519258.5,541199.7,567508.6
34000,New Jersey,3,"  Real PCE (millions of constant (2012) dollars) 3/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),345606.9,327709.9,338400.5,337179.1,340519.7,344669.2,349776.8,357133.9,363568.1,365054.7,368644.3,373918.1,363998.9,401857.8
34000,New Jersey,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,
34000,New Jersey,4,"  Gross domestic product (GDP)",319861.3,336064.9,361005.4,373698.0,386132.5,400984.7,414848.6,435736.7,457593.1,474867.9,496227.2,482458.9,492762.4,495965.8,517195.9,534177.8,542842.8,563233.8,575501.0,587421.0,614106.5,637630.4,620085.9,682945.9
34000,New Jersey,5,"  Personal income",287264.7,300654.0,330613.6,341787.7,346163.5,354361.8,370214.8,384731.4,413114.6,438001.1,451052.1,436504.0,449927.1,470008.1,487527.7,492488.2,515515.1,537105.9,552051.4,573105.5,598428.7,633651.0,663544.1,713720.6
34000,New Jersey,6,"  Disposable personal income",244047.0,253639.6,277131.7,287593.4,300467.0,311174.3,325677.4,333761.8,357150.7,374142.2,386231.3,387319.9,398231.0,410116.0,427955.6,425389.6,445655.4,461508.6,475056.9,494469.7,519247.7,549843.3,579483.8,615630.5
34000,New Jersey,7,"  Personal consumption expenditures",205456.0,219538.6,236810.5,249301.3,261664.4,277140.7,293198.3,309869.0,325927.2,338978.1,348370.1,341956.3,351425.5,361742.9,372222.5,380191.6,392156.7,401477.9,412421.0,423288.3,443243.8,457257.1,447693.8,506908.8
34000,New Jersey,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,,,,,,,,,,,,,,
34000,New Jersey,8,"  Real per capita personal income 4/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),51419,47841,49254,49423,49997,49759,50968,52730,53474,54004,54112,56083,58321,61239
34000,New Jersey,9,"  Real per capita PCE 5/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),39674,37429,38415,37984,38118,38361,38718,39347,39866,39788,39988,40385,39225,43364
34000,New Jersey,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
34000,New Jersey,10,"  Per capita personal income 6/",34663,35965,39216,40245,40474,41198,42876,44467,47695,50473,51779,49854,51076,52947,54574,54813,57065,59175,60533,62465,64914,68438,71505,77016
34000,New Jersey,11,"  Per capita disposable personal income 7/",29448,30341,32872,33864,35131,36177,37718,38576,41233,43114,44338,44237,45207,46200,47906,47345,49332,50846,52090,53894,56325,59386,62446,66432
34000,New Jersey,12,"  Per capita personal consumption expenditures (PCE) 8/",24791,26262,28089,29355,30595,32220,33956,35815,37629,39062,39992,39056,39894,40751,41667,42315,43410,44232,45222,46135,48080,49386,48244,54700
34000,New Jersey,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,
34000,New Jersey,13,"  Regional price parities (RPPs) 9/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),106.864,110.934,108.462,109.286,109.310,108.833,108.971,109.020,108.919,109.333,111.004,111.239,110.661,109.099
34000,New Jersey,14,"  Implicit regional price deflator 10/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),100.800,104.347,103.849,107.285,109.310,110.306,112.116,112.417,113.437,115.952,120.236,122.288,122.993,126.141
34000,New Jersey,,Employment,,,,,,,,,,,,,,,,,,,,,,,,
34000,New Jersey,15,"  Total employment (number of jobs)",4500635,4571128,4748598,4777145,4791993,4825005,4909617,4991146,5057223,5130158,5123820,4992063,4960621,5018505,5053839,5132846,5206784,5303122,5391249,5448782,5550060,5571414,5319600,5537228
35000,New Mexico,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
35000,New Mexico,1,"  Real GDP (millions of chained 2012 dollars) 1/",66944.0,70487.9,71652.8,71730.5,73909.6,76767.5,83038.7,84034.4,86058.4,86738.8,86965.2,88069.9,87610.3,87592.9,87925.2,86856.6,88991.2,89701.3,89151.4,88962.9,90933.6,94897.4,92496.3,93625.1
35000,New Mexico,2,"  Real personal income (millions of constant (2012) dollars) 2/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),75633.7,74255.7,76938.4,76798.4,77515.3,76123.5,79539.3,82002.4,83255.9,81867.1,87512.3,90282.6,97529.9,102712.2
35000,New Mexico,3,"  Real PCE (millions of constant (2012) dollars) 3/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),63826.3,62425.0,64706.5,63925.0,64504.3,65795.4,67075.4,69295.7,70501.1,70186.6,75080.1,74383.4,73040.0,81474.1
35000,New Mexico,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,
35000,New Mexico,4,"  Gross domestic product (GDP)",50658.7,53017.3,55105.0,55789.7,57808.3,62651.1,69956.6,73911.4,77610.4,80799.8,84688.4,82461.5,84611.5,87062.8,87925.2,88756.9,92185.7,90274.3,89769.4,92273.6,97268.0,102027.5,98790.0,109582.8
35000,New Mexico,5,"  Personal income",38344.2,39031.3,42073.6,45061.9,46855.5,48999.1,52162.9,55762.0,60035.5,63582.9,67656.8,67034.1,69607.2,72967.7,74725.4,73561.8,77975.1,79864.3,81414.1,82903.6,86685.6,91853.6,99018.0,106451.2
35000,New Mexico,6,"  Disposable personal income",34225.1,34727.0,37548.8,40092.6,42506.2,44820.9,47830.6,50686.5,54181.6,57212.1,61381.0,61727.1,64393.4,66944.9,68688.1,66937.6,71017.8,72640.6,74139.2,75641.7,79425.9,83828.1,91171.2,97438.8
35000,New Mexico,7,"  Personal consumption expenditures",32468.8,34380.0,36468.1,38026.0,39645.7,41970.3,44924.5,48481.1,51732.1,54732.4,57150.9,56429.2,58626.1,60823.8,62270.7,63666.5,65847.2,67605.3,69085.3,71250.0,74540.8,75837.8,74388.6,84693.4
35000,New Mexico,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,,,,,,,,,,,,,,
35000,New Mexico,8,"  Real per capita personal income 4/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),37616,36457,37260,36885,37084,36310,37966,39123,39653,38965,41611,42785,46058,48544
35000,New Mexico,9,"  Real per capita PCE 5/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),31744,30649,31336,30702,30860,31383,32016,33061,33578,33405,35700,35250,34492,38506
35000,New Mexico,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
35000,New Mexico,10,"  Per capita personal income 6/",21380,21587,23102,24601,25255,26097,27399,28858,30597,31950,33649,32911,33710,35045,35749,35088,37219,38103,38775,39458,41218,43530,46760,50311
35000,New Mexico,11,"  Per capita disposable personal income 7/",19083,19207,20618,21888,22911,23872,25124,26232,27614,28749,30528,30306,31185,32152,32861,31928,33898,34657,35311,36002,37766,39726,43055,46051
35000,New Mexico,12,"  Per capita personal consumption expenditures (PCE) 8/",18104,19015,20024,20760,21369,22353,23597,25090,26365,27503,28424,27705,28392,29213,29791,30368,31430,32254,32904,33912,35443,35940,35129,40028
35000,New Mexico,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,
35000,New Mexico,13,"  Regional price parities (RPPs) 9/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),94.928,96.101,94.628,96.923,96.537,95.472,95.415,94.613,94.089,95.721,91.658,92.743,91.634,89.907
35000,New Mexico,14,"  Implicit regional price deflator 10/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),89.541,90.395,90.603,95.149,96.537,96.764,98.169,97.561,97.992,101.515,99.282,101.955,101.846,103.951
35000,New Mexico,,Employment,,,,,,,,,,,,,,,,,,,,,,,,
35000,New Mexico,15,"  Total employment (number of jobs)",937525,942297,964919,976506,984376,1003002,1027003,1050191,1079132,1103300,1105447,1072062,1059977,1064267,1067211,1075465,1083772,1092255,1092519,1095406,1110504,1116979,1069680,1087348
36000,New York,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
36000,New York,1,"  Real GDP (millions of chained 2012 dollars) 1/",997251.9,1051337.6,1092188.2,1112794.4,1106150.8,1110613.1,1144125.1,1168891.1,1199276.9,1208564.6,1190080.9,1230672.3,1277466.8,1279527.1,1328233.5,1329376.3,1353410.4,1373643.0,1403230.5,1419112.1,1458382.4,1500833.4,1432507.0,1514779.2
36000,New York,2,"  Real personal income (millions of constant (2012) dollars) 2/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),884580.3,873472.7,904311.1,921423.3,959322.5,958854.8,989795.3,1024649.7,1046174.3,1092840.7,1107482.6,1133230.0,1182584.0,1207418.8
36000,New York,3,"  Real PCE (millions of constant (2012) dollars) 3/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),659918.4,659911.2,680795.2,687733.1,702173.4,715168.2,743544.8,761227.1,775750.7,794069.4,822051.6,838695.0,789404.0,834351.8
36000,New York,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,
36000,New York,4,"  Gross domestic product (GDP)",745502.4,795230.0,841181.3,878346.5,890258.1,912474.6,967151.9,1016037.5,1075154.6,1119381.5,1116591.0,1160081.3,1223529.7,1247605.8,1328233.5,1365529.0,1430923.3,1487627.6,1551354.1,1604649.9,1697661.4,1787666.0,1740804.7,1901296.5
36000,New York,5,"  Personal income",600946.9,637109.2,685783.3,711466.3,709785.0,720548.9,754007.4,782224.9,843047.5,907402.6,925727.6,907953.4,947076.6,997755.8,1049158.2,1062135.4,1105907.8,1154722.9,1194534.6,1270251.6,1311427.5,1362298.6,1442624.6,1524128.5
36000,New York,6,"  Disposable personal income",504950.8,532482.7,571297.6,585944.9,608957.7,624289.0,649902.1,664127.1,706051.7,750502.2,767550.5,786813.4,816666.7,848044.0,897288.6,889080.0,921845.9,956283.8,1000852.5,1063603.3,1097649.2,1143542.4,1225726.1,1275163.9
36000,New York,7,"  Personal consumption expenditures",406004.2,434642.2,467342.0,486283.5,504179.9,531530.1,563955.6,600786.2,633801.5,666993.2,691294.9,686876.2,714028.7,745776.5,769016.2,793263.1,831917.2,859339.4,887610.6,925248.7,975658.7,1010359.1,966027.5,1056366.2
36000,New York,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,,,,,,,,,,,,,,
36000,New York,8,"  Real per capita personal income 4/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),46042,45241,46566,47009,48555,48203,49485,51006,51917,54127,54764,56039,58675,60870
36000,New York,9,"  Real per capita PCE 5/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),34349,34180,35056,35087,35540,35952,37174,37893,38497,39329,40650,41474,39167,42063
36000,New York,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
36000,New York,10,"  Per capita personal income 6/",32040,33740,36090,37283,37088,37576,39329,40884,44128,47428,48184,47027,48768,50904,53102,53395,55290,57481,59280,62913,64849,67366,71577,76837
36000,New York,11,"  Per capita disposable personal income 7/",26922,28199,30065,30705,31820,32556,33899,34712,36957,39227,39951,40753,42053,43266,45415,44695,46088,47603,49668,52678,54278,56549,60815,64286
36000,New York,12,"  Per capita personal consumption expenditures (PCE) 8/",21647,23018,24595,25483,26345,27719,29416,31401,33175,34862,35982,35576,36768,38048,38923,39878,41592,42777,44048,45826,48246,49963,47930,53255
36000,New York,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,
36000,New York,13,"  Regional price parities (RPPs) 9/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),111.057,110.656,109.540,110.462,109.519,109.438,108.746,109.478,109.862,109.869,109.573,109.583,110.104,109.504
36000,New York,14,"  Implicit regional price deflator 10/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),104.755,104.086,104.882,108.440,109.519,110.920,111.885,112.889,114.420,116.520,118.686,120.468,122.374,126.609
36000,New York,,Employment,,,,,,,,,,,,,,,,,,,,,,,,
36000,New York,15,"  Total employment (number of jobs)",9901394,10164527,10424526,10438676,10348345,10377811,10513327,10654520,10810191,11082809,11197699,10984350,11005742,11294064,11432840,11619137,11865518,12099185,12259136,12391366,12655225,12746559,11872381,12186762
37000,North Carolina,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
